id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
850,1843,0,0.498759145,1,0,1,20,0.031512539,85,1,4,275,1988,286,7,4,7,1,0,0,2
852,606,0,2.06912559,1,4,0,21,0.35451899200000003,111,1,7,667,1023,2784,8,7,20,1,0,0,1
853,1203,1,2.521941601,1,0,1,54,0.406920754,170,3,4,788,1023,1970,7,3,4,1,0,1,1
854,710,0,2.659172815,0,0,1,63,0.149180854,187,6,0,688,1023,3269,10,9,10,1,1,1,0
855,710,0,0.49876519399999997,1,0,1,20,0.032096675,99,1,4,144,1988,286,7,4,7,1,0,0,2
856,1600,1,1.7803919590000001,1,0,0,44,0.059052359000000006,160,6,1,206,1951,3269,17,11,19,0,0,0,0
857,1290,0,2.534603374,1,0,1,51,0.141595465,88,6,20,997,1009,2227,14,6,15,1,0,1,2
858,1271,1,0.47310976200000004,0,8,0,9,0.798669466,166,2,1,497,1809,3269,18,3,20,1,1,0,3
859,710,0,0.498936571,1,0,1,9,0.027876641,198,2,12,231,1023,3269,19,1,6,1,0,0,3
860,965,0,0.499072666,0,0,1,9,0.414700212,124,6,15,1260,1023,1484,14,1,17,1,1,1,1
867,1027,1,2.652390875,1,3,0,15,0.883390518,158,1,20,215,1199,790,14,10,11,1,0,0,2
868,553,0,0.49880286100000004,1,0,1,20,0.027575267,88,1,4,144,1256,286,7,4,7,1,0,0,2
870,1203,0,2.6078139069999997,1,0,0,33,0.145944488,99,7,11,248,1199,790,17,0,12,1,0,1,0
871,1203,0,2.603518077,0,0,1,63,0.5578956070000001,101,4,15,867,1456,1150,17,13,9,1,0,1,0
872,730,0,1.303805953,1,0,0,23,0.551651076,101,1,0,1331,1805,2655,12,2,2,1,0,1,3
874,832,0,0.49901568700000004,0,0,0,36,0.608617333,102,6,0,1064,1805,2655,8,1,5,1,0,1,0
877,1203,0,2.499491421,0,0,1,12,0.84944025,196,8,13,1163,1520,1430,5,5,11,1,0,0,1
878,1203,0,2.615211169,0,3,0,42,0.557202713,158,5,13,248,1199,1970,14,0,11,1,1,1,0
882,1537,0,0.498781697,1,1,1,30,0.032190617000000005,85,1,8,275,1988,286,7,4,2,1,0,0,2
883,710,1,1.6428395530000002,0,2,0,51,0.11696127699999999,166,7,9,411,1463,2336,9,3,12,1,1,1,1
884,1154,1,0.499043907,0,0,1,9,0.132504361,122,1,7,1158,1931,3269,14,8,20,1,1,1,1
885,606,1,0.549101731,0,9,1,8,0.025340698,150,4,9,291,1162,1803,13,11,19,1,1,0,0
887,1203,0,1.632058529,0,0,1,39,0.358999678,84,2,0,68,970,3624,17,8,7,1,1,0,2
888,1027,1,1.916501271,1,0,1,25,0.585369039,111,6,1,286,1370,626,10,3,19,1,0,1,3
889,1537,0,2.6724021369999997,0,16,0,33,0.12706742199999999,101,4,7,193,1162,286,18,10,9,1,0,1,3
891,1154,1,2.028654951,1,0,1,2,0.798641622,145,7,10,688,1931,3269,10,8,13,1,1,1,1
892,1843,0,0.49875805100000004,1,0,1,20,0.031702029,193,1,4,144,1988,286,7,4,7,1,0,0,2
894,1154,1,0.6679473429999999,0,0,1,2,0.798643951,166,2,1,115,1759,3269,15,11,2,1,0,1,1
895,578,1,2.664419258,1,0,1,27,0.16922140100000002,113,7,18,867,1456,2208,15,5,4,1,1,0,0
896,710,0,0.498750426,1,0,1,54,0.030668354,105,1,4,275,1988,286,7,4,7,1,0,0,2
897,543,0,0.70150627,1,1,0,33,0.11432647900000001,140,6,14,1858,730,1970,16,7,6,1,0,1,2
898,1154,1,0.7700632629999999,0,0,1,37,0.35042935700000005,196,8,9,418,1361,2336,15,9,13,1,1,1,0
899,1203,1,1.218622357,0,0,0,12,0.6153225929999999,116,7,6,113,989,1590,7,6,3,0,1,1,2
900,1203,0,1.896050899,0,0,1,23,0.608233365,104,4,1,667,1642,2655,7,6,14,1,1,1,3
901,1537,1,1.8247645330000002,1,0,1,43,0.35676042799999996,155,3,2,667,622,1484,10,7,18,1,1,0,2
902,1872,0,0.499084852,1,0,1,38,0.611399231,86,1,7,688,1805,2655,6,1,14,1,0,1,1
904,1027,1,0.742291296,1,0,1,16,0.8577573000000001,190,6,1,1087,721,1970,10,0,8,1,1,1,3
905,1271,0,0.48761942,1,0,0,2,0.7986230759999999,163,2,17,1626,644,3269,18,7,7,1,0,1,3
907,1872,0,0.499008282,0,0,0,13,0.553570036,197,5,11,667,860,2655,11,0,9,1,0,0,2
909,1866,0,0.621730697,1,3,0,26,0.85679032,132,6,12,1698,1558,1970,16,5,15,1,1,1,1
912,1027,1,1.7034299869999998,0,0,1,16,0.798866403,146,1,10,813,1931,3269,19,4,20,1,1,1,3
913,1958,0,0.619173133,0,3,1,53,0.604642534,102,5,14,667,1119,2655,10,5,13,1,0,1,2
918,1027,0,1.354538344,1,6,1,27,0.798638167,160,2,12,66,1838,1552,19,5,10,1,0,0,2
919,1271,1,0.549571611,1,9,1,33,0.79878547,189,4,11,416,1442,3269,15,11,19,1,1,0,0
920,1203,0,0.49888710799999997,1,9,0,57,0.353135985,88,6,1,788,1023,3269,13,11,6,1,1,0,3
922,560,1,0.499036966,0,0,1,9,0.350553681,111,1,20,788,1023,3269,9,4,11,1,0,0,1
924,1949,0,2.5033264280000003,1,1,0,58,0.03404415,189,4,19,994,1162,1503,11,10,3,0,0,1,2
926,1843,0,0.49876135,1,0,1,41,0.031327946,131,1,4,275,1988,286,7,4,7,1,0,0,2
931,1027,0,1.408370649,0,4,1,19,0.8511763370000001,111,1,15,813,1374,1970,18,3,11,1,0,1,2
932,1203,1,0.499023636,1,3,1,9,0.8764934120000001,122,2,19,140,1670,1484,8,1,17,1,1,1,3
933,1203,0,0.688437234,0,1,1,2,0.559951809,130,7,9,291,891,2655,13,3,19,1,0,1,2
936,1689,0,1.845569785,0,1,0,49,0.356120861,154,3,2,319,721,1970,12,7,8,1,0,1,0
938,574,1,0.652544798,0,0,1,7,0.34936142,100,8,9,66,997,665,15,7,12,1,0,1,0
940,712,0,2.603430065,1,0,1,39,0.126455908,146,4,1,286,1023,3167,19,4,18,1,1,1,0
944,1271,1,1.925963034,0,0,1,9,0.023809511000000002,93,2,11,667,1005,3269,9,4,19,1,1,1,0
945,1843,0,0.498757734,1,0,1,20,0.03356609,193,1,4,519,1988,286,7,4,7,1,0,0,2
948,1154,1,1.882613945,0,2,1,6,0.368244795,101,1,10,667,874,1663,6,3,12,1,1,0,0
949,1849,1,2.577461477,0,0,0,46,0.798776012,170,1,18,115,1515,1950,15,3,15,1,1,0,3
951,1843,0,0.498762265,1,0,1,54,0.031729701,105,1,4,144,1988,286,7,4,7,1,0,0,2
952,1843,0,0.49874301299999996,1,0,1,54,0.031289515,105,1,4,144,1988,286,7,4,7,1,0,0,2
953,1843,0,0.49875675799999997,1,0,1,54,0.030789737999999997,105,1,4,275,1988,286,7,4,7,1,0,0,2
954,1203,0,0.515425975,0,7,1,14,0.5562314629999999,117,2,1,850,1604,1663,14,8,3,1,0,1,2
957,1567,1,1.788307499,1,0,1,33,0.7990963809999999,113,4,10,115,1931,2753,15,7,14,1,1,1,3
958,1185,1,2.61108468,0,0,1,2,0.607320327,85,1,4,547,1163,1122,15,5,15,1,0,1,3
960,1843,0,1.808064162,1,0,1,54,0.375117985,154,4,11,610,857,1212,13,11,13,1,1,1,2
961,1958,0,0.498921801,0,0,1,9,0.605585354,185,7,15,788,1023,3269,15,8,11,1,0,0,0
964,772,0,1.3973120369999998,0,0,1,9,0.55406804,111,2,9,286,1805,3269,9,2,19,1,0,1,1
966,1980,1,1.2463495740000001,0,0,0,46,0.148945937,118,3,7,113,1115,3952,10,2,17,0,0,0,1
967,606,0,2.584702985,0,16,0,33,0.130228091,112,4,1,360,1162,286,18,7,9,1,1,1,1
968,1600,1,0.509888919,1,2,0,21,0.349277422,97,1,3,1191,1517,3269,9,5,3,0,0,1,3
971,543,1,2.502244284,1,0,0,57,0.86336566,138,7,12,364,1716,1857,14,0,15,1,0,1,1
972,1203,0,0.49907383200000005,0,6,1,7,0.41749373799999995,103,2,20,788,1805,3269,13,1,17,1,0,0,3
974,1456,1,2.587875861,1,0,1,20,0.798821371,81,8,1,115,1515,3269,15,11,15,1,1,0,0
975,1843,0,1.83872097,1,0,1,20,0.03533325,85,1,13,115,1988,286,7,13,7,1,0,0,2
976,1154,0,2.55466374,1,0,0,21,0.798752217,155,7,0,115,822,1598,10,4,17,0,1,0,1
977,1290,1,1.818836418,1,0,1,54,0.894801807,122,1,5,58,1199,2993,10,4,12,1,1,0,0
978,710,0,0.498759136,1,0,1,20,0.031691805,193,1,4,275,1988,286,7,4,7,1,0,0,2
979,618,1,0.499350781,0,0,0,32,0.357317502,93,5,3,286,1023,2784,15,5,4,1,0,1,1
981,1027,0,2.378128785,0,8,0,16,0.798652603,182,1,10,950,1515,3269,9,0,11,1,1,0,1
982,1448,0,0.49895326799999995,0,8,0,31,0.400010574,198,6,18,113,721,1713,16,9,13,0,1,1,1
983,1203,0,0.502505878,1,3,0,23,0.022655385,110,5,9,850,588,1970,10,3,19,1,0,1,1
984,1537,0,1.883864578,0,7,1,13,0.033212538,117,5,20,815,1162,3011,18,7,19,1,0,1,2
985,1203,0,0.499017995,1,1,0,31,0.41847681600000003,170,3,0,1621,1670,2473,7,6,3,0,1,1,1
987,1537,0,1.096826301,1,0,1,64,0.79874353,122,6,2,127,1289,1077,19,4,20,1,1,1,1
988,1203,0,0.49886404799999995,0,3,0,32,0.553684681,102,5,14,740,860,2655,13,1,11,0,0,1,3
989,710,0,0.498854829,1,5,1,54,0.032032669,99,1,11,275,1988,286,6,4,7,1,0,0,2
990,1977,0,1.7996852730000001,1,0,1,2,0.798632598,121,2,0,923,1931,3269,18,8,6,1,1,0,3
993,1154,1,0.498896994,0,0,1,53,0.129779941,104,5,7,626,1670,1970,12,1,15,1,0,0,1
994,1203,0,0.498914184,0,3,1,32,0.849544608,109,4,20,1260,1023,1970,13,6,17,1,0,0,3
996,1977,1,1.855956375,1,0,1,33,0.798676505,166,7,1,667,1931,3269,9,5,4,1,1,1,1
1001,710,0,0.49876173799999995,1,0,1,20,0.033769977,105,1,4,144,1988,286,7,4,7,1,0,0,2
1004,606,0,0.498796544,1,0,1,54,0.032740653,105,1,8,275,1988,286,7,4,12,1,0,0,2
1006,1271,1,0.499145815,0,0,1,38,0.7986707409999999,131,8,17,115,1809,3269,16,5,7,1,1,1,3
1007,606,0,0.49879078600000004,1,0,1,55,0.038654489,88,1,4,528,1988,286,7,5,7,1,0,0,2
1008,1203,0,1.118259782,1,0,0,21,0.386491844,155,5,0,323,721,1970,16,10,2,0,1,0,1
1010,775,0,0.49908113200000004,0,5,1,11,0.614631694,103,8,9,177,1023,3269,7,6,11,1,1,1,1
1011,1843,0,1.8258936319999999,1,0,1,14,0.396375052,177,1,17,115,1988,286,14,2,14,1,1,1,1
1012,1358,0,0.7094955609999999,0,1,1,14,0.139872926,157,6,3,448,882,3269,9,5,11,1,1,0,0
1016,606,0,0.49874231,1,0,1,20,0.034524791,105,1,4,144,1988,286,7,4,7,1,0,0,2
1018,710,0,0.498781925,1,0,1,27,0.043418834,186,4,9,115,1098,286,13,7,12,1,0,0,1
1020,710,1,0.498759205,0,0,1,44,0.7986178420000001,199,3,0,333,1023,3269,15,1,19,1,0,1,0
1025,1537,0,2.3812654280000003,1,0,1,43,0.41516074399999997,156,3,7,416,1692,1970,8,2,9,1,0,0,2
1026,1537,0,1.085101939,0,1,0,61,0.138597919,169,7,11,1698,588,3952,5,11,6,1,0,1,1
1027,1203,1,0.488948476,1,8,1,55,0.132343555,198,3,14,364,730,1970,7,3,6,1,0,1,3
1028,1843,0,0.498924025,0,2,1,45,0.6014500079999999,113,1,3,547,1256,2977,11,3,17,1,0,1,2
1030,1203,0,2.471450125,1,0,0,4,0.9323964790000001,139,3,14,1621,1520,1484,18,8,9,1,0,0,1
1031,1203,0,0.499051597,1,0,1,11,0.8496763190000001,197,5,1,1331,721,1970,19,2,13,1,0,1,3
1032,1027,1,1.086940781,0,8,0,27,0.136554404,160,2,3,667,1361,665,17,0,19,1,1,0,1
1033,710,0,0.498758955,1,0,1,20,0.033977627999999996,85,1,4,275,1988,286,7,4,7,1,0,0,2
1034,1203,0,1.260353155,0,1,1,12,0.34783469899999997,199,7,2,667,1983,3624,18,13,14,1,0,0,1
1035,965,1,0.49921878700000005,0,0,0,12,0.8533967490000001,134,2,6,115,1011,3302,5,1,20,0,1,0,2
1036,710,0,0.498825095,1,0,1,41,0.03210284,105,1,4,115,1988,286,7,0,7,1,0,0,2
1037,987,0,1.365111028,1,0,1,23,0.608944348,111,3,7,1331,989,1590,10,1,9,1,0,0,3
1038,1958,1,0.49868348,0,0,1,38,0.023942986,190,7,7,1791,1263,1418,6,1,2,1,0,0,3
1040,1027,1,1.094726191,0,1,1,63,0.348791529,196,8,2,286,1159,2977,9,5,19,1,1,1,2
1041,1154,1,0.49877017,1,7,1,31,0.12904898199999998,156,5,7,364,1079,1590,14,0,13,1,1,1,3
1045,1537,0,0.622773946,1,2,0,57,0.406601636,97,3,14,1191,721,1484,16,1,6,0,1,1,3
1046,1027,1,1.835571747,1,0,1,19,0.02889206,187,7,1,18,1551,512,18,3,11,1,0,1,3
1048,1203,0,1.7128183380000002,1,3,0,9,0.347484381,126,2,6,1191,721,2655,16,2,15,0,0,1,1
1049,1271,0,1.658067542,0,0,1,2,0.798659805,121,4,10,333,1931,3269,18,2,2,1,1,0,3
1050,1843,1,0.7427126079999999,0,4,1,60,0.07236456599999999,110,1,17,997,1177,1150,14,10,16,1,1,0,1
1052,1203,0,0.49912857,0,0,1,30,0.612840143,146,2,19,769,721,2655,8,9,11,1,1,1,2
1055,658,0,2.567173021,1,0,1,54,0.412375205,170,1,15,210,1435,1150,6,4,7,1,1,1,3
1056,710,0,2.610856585,1,0,1,23,0.398544832,169,1,6,115,1542,363,16,10,6,1,0,0,2
1057,710,0,0.49877637700000005,1,0,1,54,0.033971169,105,1,4,144,1988,286,7,0,7,1,0,0,2
1060,1203,0,0.49903087799999996,0,0,0,12,0.42038293,169,1,20,1087,1119,2655,7,6,6,1,0,1,3
1062,1537,0,1.3697941999999999,0,4,1,32,0.042929405999999996,160,7,7,376,1162,3624,18,7,6,1,0,1,2
1063,1203,1,0.693482877,0,3,0,2,0.5532691999999999,150,4,9,667,818,1970,8,7,18,1,0,0,3
1064,710,0,0.601593157,0,4,1,2,0.7986418890000001,179,2,12,688,1931,3269,18,3,20,1,0,0,1
1065,1872,1,2.010062364,0,1,0,11,0.41216796,169,1,0,788,1023,1970,7,6,6,1,0,1,2
1066,1487,1,2.3864258869999997,1,0,0,33,0.8505819040000001,134,6,0,364,1558,1484,16,4,6,1,0,0,3
1069,518,1,0.646688806,0,9,1,19,0.556650658,144,7,15,263,884,824,10,11,15,1,1,1,1
1070,1027,0,1.982840045,1,2,1,14,0.035174033,103,3,4,113,721,1970,17,3,3,1,0,1,3
1071,1843,0,1.262595157,1,0,1,27,0.142007999,170,3,1,492,1960,3624,10,3,8,1,1,0,3
1074,1203,1,2.38139426,1,0,0,54,0.40802670700000004,170,3,11,248,1177,1150,5,2,19,1,1,0,0
1075,1958,1,0.499065704,0,0,0,40,0.8508822309999999,190,7,7,364,1168,1970,12,1,15,1,0,1,1
1076,1271,1,0.499158819,0,0,1,40,0.798766292,124,8,19,688,1023,3269,15,5,15,1,1,1,3
1081,1203,0,0.49914013700000004,0,0,1,26,0.911113442,153,2,7,788,721,3302,6,1,13,1,1,1,2
1082,710,1,1.8067737590000001,0,0,1,2,0.798660167,103,3,1,658,1023,3269,10,0,13,1,0,1,1
1083,983,0,0.498773825,1,0,1,20,0.032365983,105,1,4,275,1988,286,7,4,7,1,0,0,2
1084,1980,0,1.280246993,1,3,0,15,0.038613573,160,7,3,248,1162,3693,17,10,19,0,0,0,0
1086,1271,1,2.471306738,0,0,1,2,0.798627128,181,2,1,115,1931,3269,18,3,2,1,0,1,1
1087,1203,0,1.7305003559999999,0,0,0,32,0.41374560299999996,146,2,1,286,1805,3269,9,8,3,1,0,0,1
1089,710,0,1.207398927,1,0,1,37,0.7986301159999999,113,1,1,115,1759,3269,10,5,4,1,1,1,1
1090,1271,1,1.647742812,0,0,1,2,0.798667872,121,3,1,115,1931,3269,18,7,7,1,0,0,3
1091,832,0,0.49905041299999997,0,3,0,31,0.111696085,156,5,14,788,915,1970,5,1,15,0,1,0,2
1092,1203,0,0.499023072,0,0,0,37,0.613073968,171,3,10,1170,721,1590,18,9,9,1,0,0,1
1093,1027,1,2.548133542,1,1,0,54,0.152287646,122,6,2,413,1089,1658,12,7,5,0,1,0,0
1096,1132,0,2.488393573,1,0,0,27,0.916231935,170,1,6,1698,1515,1862,9,9,17,0,1,0,1
1097,1203,1,2.388578027,0,0,1,61,0.11783964599999999,199,7,16,1331,730,3952,10,1,20,1,0,0,3
1098,1259,0,1.993370389,0,0,1,35,0.406280369,187,2,1,737,1983,665,19,0,20,1,1,0,3
1099,1027,1,1.692282259,0,1,1,37,0.8550340209999999,122,2,13,18,1374,1970,19,10,15,1,1,1,3
1101,710,0,0.49873558700000004,1,0,1,20,0.030367955,105,1,4,144,1988,286,7,4,7,1,0,0,2
1102,1185,0,1.26349322,0,0,0,12,0.34861816700000003,168,8,15,1064,1555,1590,15,12,13,0,1,1,3
1103,710,0,0.651731604,1,0,1,8,0.369289031,101,5,0,667,874,1663,5,9,4,1,1,0,0
1104,832,0,0.6426813610000001,1,0,1,26,0.028645516,145,4,19,1260,1917,1970,14,5,6,1,0,1,3
1107,543,0,0.49901539,0,1,0,31,0.8770682890000001,108,6,3,381,1011,1484,16,7,15,1,0,1,1
1108,1663,0,1.867114798,1,0,1,27,0.09160151400000001,87,2,1,718,970,665,9,5,8,1,0,0,2
1110,1144,0,1.097146747,0,1,1,27,0.028786425,188,7,14,291,1224,286,5,3,15,1,1,1,2
1111,1027,1,0.479512659,0,1,1,47,0.03004649,169,8,3,511,1089,286,5,7,17,1,0,0,0
1114,1027,1,1.845616851,1,0,1,45,0.14231891,146,6,0,113,1299,2655,7,6,9,1,0,0,2
1115,1843,0,1.3049846859999998,1,0,1,36,0.5518856670000001,109,8,7,418,1960,1590,10,1,2,1,0,0,3
1117,1843,0,0.49877643,1,0,1,20,0.031174643,105,1,4,115,1988,286,7,4,7,1,0,0,2
1118,1271,1,1.801470382,0,0,0,15,0.8580246509999999,138,1,9,447,1011,2655,17,4,19,1,1,0,0
1122,1027,0,0.629299186,0,2,1,3,0.07674519099999999,101,1,19,336,1838,1484,17,0,6,1,0,0,3
1123,1027,1,1.153227432,0,0,1,53,0.109956665,122,4,16,291,1289,1519,15,9,13,1,1,0,3
1126,772,0,0.499148879,0,3,0,32,0.347792469,196,5,4,667,1805,2655,7,6,8,1,0,0,3
1128,1203,1,1.144560384,1,2,0,57,0.399654744,146,5,4,248,1692,3624,16,3,8,1,0,1,2
1129,1154,1,1.0726270390000001,0,0,1,43,0.022797301000000002,122,6,16,242,1005,1484,12,1,8,1,1,0,0
1130,710,0,0.498909789,0,0,0,12,0.352772409,156,2,19,788,1805,3269,9,1,6,1,1,0,1
1131,1203,0,2.489354728,1,0,0,48,0.412020635,101,4,1,248,1028,790,11,2,12,1,0,1,0
1133,710,0,0.499028552,0,0,1,32,0.155271424,160,4,19,231,721,2655,9,2,8,1,1,1,3
1134,1154,1,0.475917514,0,9,1,8,0.35457270700000004,196,8,15,286,1931,3269,18,11,11,1,1,0,3
1136,1203,1,0.498829924,1,0,0,61,0.9069971640000001,103,1,1,231,708,2655,18,7,6,1,1,1,3
1137,710,0,0.49876194100000004,1,0,1,20,0.035409661,99,1,4,275,1988,286,7,4,7,1,0,0,2
1138,1027,1,1.194789038,1,0,1,2,0.798600912,121,7,2,1188,1931,3269,18,3,2,1,1,1,1
1139,712,0,0.498862378,1,0,1,54,0.030980328999999997,85,1,4,144,1988,286,7,4,7,1,0,0,2
1140,1203,0,2.413047015,1,3,0,33,0.35152815,132,1,11,248,1177,1484,16,10,2,1,0,0,0
1141,1027,1,2.5089132519999997,0,0,1,33,0.159321723,159,6,20,538,861,594,19,7,19,1,0,1,1
1142,1203,1,0.498703942,1,0,1,30,0.6192105729999999,135,3,7,319,721,1919,7,8,13,1,0,0,1
1144,1448,0,2.5565840140000002,1,0,0,27,0.026929075,135,3,5,994,1162,1503,13,1,13,1,0,1,3
1148,1958,1,0.498983904,1,0,1,12,0.8523704320000001,135,7,19,58,1670,1484,9,5,15,1,1,0,3
1151,1600,0,1.9908612330000002,0,4,1,16,0.598064111,113,7,15,667,1364,2700,14,13,11,1,1,0,0
1152,1027,0,1.088278371,0,1,0,13,0.032317266000000004,146,5,14,248,1162,2896,12,8,5,1,0,0,0
1153,1510,1,2.03017229,1,0,0,20,0.149850651,189,1,3,776,1710,286,7,2,13,1,1,0,1
1155,1027,1,1.26249111,1,0,1,20,0.8540054970000001,129,4,1,364,1010,2131,14,0,6,1,1,0,1
1156,1203,0,1.896060895,0,1,0,15,0.039792257000000004,146,6,1,286,1805,1970,17,0,13,1,0,1,0
1158,1537,0,0.498720954,1,0,1,41,0.034305825,105,1,4,291,1009,286,7,4,7,1,0,0,2
1159,1203,1,1.40738609,1,1,1,63,0.5927970370000001,87,3,18,667,721,1590,18,7,13,1,0,1,3
1161,1843,0,0.498763185,1,0,1,54,0.03264281,99,1,4,275,1988,286,7,4,14,1,0,0,2
1165,1203,1,1.401964125,1,4,1,7,0.552649383,110,1,2,667,721,1970,15,4,8,1,1,1,0
1166,601,0,1.9561953909999998,0,7,1,51,0.153625799,187,4,7,66,1923,1303,14,3,3,1,0,1,3
1168,518,0,2.396196212,1,0,0,33,0.551164911,154,6,15,1248,1199,1970,16,13,13,1,0,1,0
1170,987,0,2.660612466,0,3,0,8,0.121536136,192,8,1,71,1520,2896,11,10,3,1,0,0,1
1172,1027,0,0.500823072,0,1,0,20,0.7986738640000001,156,3,20,950,1529,1598,13,3,13,1,1,1,3
1173,710,1,0.57032995,0,4,1,9,0.101857529,136,1,10,115,1809,3269,13,3,8,1,0,1,1
1174,1027,1,2.531658292,1,5,1,16,0.79855901,158,5,9,1092,1968,3340,10,0,13,1,1,1,1
1176,710,0,0.49886438200000005,1,0,0,16,0.798723559,181,7,17,497,1740,3269,17,8,7,1,1,1,2
1177,1203,1,0.49910825299999995,0,3,0,15,0.8513901909999999,114,5,1,364,1010,3952,16,6,19,1,0,1,1
1180,710,0,1.794485224,1,0,1,14,0.601091507,142,8,0,688,1642,3269,15,1,4,1,0,1,0
1181,1203,0,2.662244839,0,9,0,4,0.357835995,111,3,10,1331,1555,2896,11,0,2,1,0,1,3
1182,1843,0,0.498804487,1,0,1,20,0.033878631,85,1,4,519,1988,286,7,0,7,1,0,0,2
1183,1207,1,1.0777173629999999,1,0,0,26,0.033202136,84,7,3,800,1115,1590,17,8,11,0,0,1,2
1184,1991,1,0.478888611,1,0,0,3,0.036505192,154,1,4,193,1710,3358,15,3,12,1,0,1,0
1185,1203,0,1.254877229,0,0,1,27,0.14297864400000002,170,1,5,58,1162,286,6,1,11,1,1,0,1
1186,1249,0,0.499276365,0,1,1,2,0.6142497020000001,169,1,17,497,1809,3269,15,2,3,1,0,0,1
1187,1843,0,0.498762252,1,0,1,54,0.033285467,99,1,4,144,1988,286,7,4,7,1,0,0,2
1189,1290,0,0.498778359,1,0,1,54,0.032572523,85,1,4,144,1988,286,7,4,7,1,0,0,2
1190,1977,1,2.55978351,0,10,0,41,0.798592808,177,8,2,115,1951,1598,18,11,2,1,0,0,1
1192,710,1,0.49876507,1,0,1,54,0.034742425,85,1,4,610,1988,286,7,4,7,1,0,0,2
1194,1843,0,1.789519705,1,0,1,43,0.069611462,156,3,14,333,1809,2655,15,5,6,1,1,0,2
1195,1537,0,1.166881089,0,4,1,4,0.415858745,187,3,5,210,1692,2977,8,2,9,1,0,0,3
1197,1203,1,1.411980316,1,4,0,58,0.90742957,83,1,12,1163,989,1970,17,3,4,1,0,1,3
1198,710,0,0.498886479,0,0,0,30,0.416341924,146,4,1,788,1119,2655,12,11,12,1,0,0,1
1199,1977,0,0.55313467,0,0,1,37,0.106697896,189,4,1,1109,928,1590,9,0,13,1,1,0,3
1200,1843,0,0.588219092,1,0,0,34,0.027790499,136,3,1,631,1888,3358,18,3,12,0,0,0,0
1201,618,0,2.039118936,1,2,0,49,0.350723049,82,4,8,286,1023,3269,12,0,13,1,0,1,2
1202,1027,1,1.7123501630000002,0,11,0,13,0.034788467999999996,169,2,1,323,599,3265,13,0,17,1,0,0,2
1204,1849,0,0.482938055,0,4,1,63,0.553833868,117,7,20,667,1803,3269,14,5,13,1,0,0,1
1205,1977,1,0.507105736,1,0,1,14,0.7986605370000001,150,2,3,1109,644,3167,15,3,11,1,1,0,0
1206,1203,1,2.389518497,0,5,0,26,0.910529569,122,7,16,58,1199,3952,16,0,2,1,1,0,0
1207,1144,0,0.49879228299999995,1,0,1,27,0.402992048,188,6,1,376,1196,286,13,3,15,1,1,1,2
1210,1843,0,0.49876966,1,0,1,20,0.031583916000000004,85,1,4,275,1988,286,7,4,7,1,0,0,2
1213,1203,1,1.126511208,0,1,1,18,0.856679642,122,6,18,364,1374,933,5,4,8,1,1,0,0
1214,1027,0,1.097060428,0,0,1,11,0.021675398,111,8,17,815,1224,298,8,5,14,1,1,0,2
1215,1843,1,1.797696021,1,0,1,54,0.061958735,170,6,15,300,781,1803,7,11,19,1,1,0,2
1216,1203,1,2.39136665,0,2,0,12,0.917998737,113,2,0,381,721,2655,19,5,13,1,0,0,1
1217,1977,0,1.219613542,0,1,0,21,0.798546986,155,2,14,411,1951,2336,17,5,8,1,0,0,2
1218,1027,1,1.849971183,0,2,1,39,0.135637237,198,2,3,117,818,286,15,3,11,1,1,0,2
1219,1843,0,0.498780674,1,0,1,20,0.032147395,88,1,11,275,1009,286,7,0,12,1,0,0,2
1220,658,0,0.586240116,0,6,0,21,0.35117908,115,5,11,248,1917,1970,15,11,19,1,0,1,0
1221,1027,1,2.6600933540000002,1,0,0,51,0.150119268,169,2,3,980,1162,1503,11,3,3,0,0,1,0
1222,1271,1,0.499028752,0,0,1,9,0.798584208,181,2,9,688,1931,3269,16,10,15,1,0,0,1
1224,965,1,0.49914186,1,0,1,26,0.9146761059999999,104,2,4,788,721,1430,16,7,11,1,1,0,3
1225,1154,0,1.830548766,1,0,0,2,0.798637198,121,7,10,411,1931,3269,19,3,7,1,1,0,1
1228,1567,0,2.4868462609999997,1,0,0,27,0.098593401,170,2,9,1698,1558,1950,14,1,11,1,1,0,0
1229,1185,1,2.423788676,1,3,0,8,0.02573806,162,1,3,1209,1162,1503,11,7,14,1,0,1,2
1230,1310,0,1.80924421,0,2,0,37,0.022732624,100,8,10,864,1564,3269,9,4,3,1,1,0,0
1232,1027,1,1.674481092,0,0,1,32,0.126188256,82,7,1,18,1763,1610,7,3,20,1,1,0,2
1233,1958,0,0.49910250799999994,1,2,1,27,0.087757136,88,5,9,1260,823,2312,9,3,19,1,0,1,1
1234,1843,0,0.49876122799999995,1,0,1,54,0.031272392,105,1,4,275,1988,286,7,4,7,1,0,0,2
1237,1203,0,1.2385492040000001,0,1,1,33,0.13088622,186,6,18,364,730,1970,10,7,6,1,1,1,1
1239,1203,1,2.34113211,0,3,0,46,0.9395846109999999,132,3,9,1698,1199,1053,14,0,11,1,0,1,1
1240,1843,0,0.49872621100000003,1,0,1,41,0.032435987,85,1,4,291,1224,286,7,13,7,1,0,0,2
1242,1027,1,1.2347478,0,1,1,11,0.916829108,196,2,3,364,1374,1970,16,3,11,1,0,0,2
